                         CRVO - ET SUMMARY - 2017 
                                                                                                                             
 DATE ETr  ALFP ALFM LAWN GRSD BLUB WGRN SGRN TBER POTA POTA POTA FCRN FCRN FCRN WGRP APPL POP1 POP2 POP3 SBRY PPMT PEAS SQSH 
 05/29 0.14 0.14 0.12 0.11 0.13 0.14 0.14 0.14 0.14 0.12 0.10 0.08 0.08 0.06 0.05 0.09 0.13 0.06 0.10 0.14 0.13 0.12 0.14 0.04
 05/30 0.09 0.09 0.08 0.07 0.08 0.09 0.09 0.09 0.09 0.08 0.06 0.05 0.05 0.04 0.03 0.06 0.09 0.04 0.06 0.09 0.09 0.08 0.09 0.03
 05/31 0.17 0.17 0.14 0.14 0.15 0.17 0.17 0.17 0.17 0.15 0.12 0.10 0.10 0.08 0.06 0.11 0.16 0.07 0.12 0.17 0.16 0.15 0.17 0.06
 06/01 0.21 0.21 0.18 0.17 0.19 0.21 0.21 0.21 0.21 0.18 0.15 0.13 0.13 0.10 0.08 0.14 0.20 0.09 0.15 0.21 0.20 0.19 0.21 0.07
 06/02 0.23 0.23 0.20 0.18 0.20 0.23 0.23 0.23 0.23 0.20 0.17 0.15 0.14 0.11 0.09 0.15 0.22 0.10 0.17 0.23 0.22 0.21 0.23 0.08
 06/03 0.12 0.12 0.10 0.10 0.10 0.12 0.12 0.12 0.12 0.10 0.09 0.08 0.08 0.06 0.05 0.08 0.12 0.05 0.09 0.12 0.11 0.11 0.12 0.05
 06/04 0.17 0.17 0.14 0.14 0.14 0.17 0.17 0.17 0.17 0.15 0.13 0.12 0.11 0.09 0.07 0.11 0.16 0.07 0.12 0.17 0.16 0.16 0.17 0.07
 06/05 0.27 0.27 0.23 0.22 0.22 0.27 0.27 0.27 0.27 0.24 0.22 0.19 0.18 0.14 0.11 0.18 0.26 0.12 0.20 0.27 0.26 0.25 0.26 0.11
 06/06 0.24 0.24 0.20 0.19 0.20 0.24 0.24 0.24 0.24 0.21 0.19 0.17 0.16 0.13 0.10 0.16 0.23 0.10 0.18 0.24 0.23 0.22 0.23 0.10
 06/07 0.16 0.16 0.14 0.13 0.13 0.16 0.16 0.16 0.16 0.14 0.13 0.12 0.11 0.09 0.07 0.10 0.15 0.07 0.12 0.16 0.15 0.15 0.15 0.07
 06/08 0.11 0.11 0.09 0.09 0.08 0.11 0.11 0.11 0.11 0.10 0.09 0.08 0.08 0.06 0.05 0.07 0.11 0.05 0.08 0.11 0.10 0.10 0.10 0.05
 06/09 0.12 0.12 0.10 0.10 0.09 0.12 0.12 0.12 0.12 0.11 0.10 0.09 0.08 0.07 0.06 0.08 0.12 0.05 0.09 0.12 0.11 0.11 0.10 0.06
 06/10 0.10 0.10 0.09 0.08 0.07 0.10 0.10 0.10 0.10 0.09 0.08 0.08 0.07 0.06 0.05 0.07 0.10 0.04 0.07 0.10 0.10 0.09 0.08 0.05
 06/11 0.17 0.17 0.14 0.14 0.11 0.17 0.17 0.17 0.17 0.16 0.14 0.14 0.12 0.10 0.08 0.11 0.16 0.08 0.13 0.17 0.16 0.16 0.14 0.09
 06/12 0.13 0.13 0.11 0.10 0.07 0.13 0.13 0.13 0.13 0.12 0.11 0.11 0.10 0.08 0.07 0.08 0.13 0.06 0.10 0.13 0.12 0.12 0.10 0.07
 06/13 0.15 0.15 0.13 0.12 0.08 0.15 0.15 0.15 0.15 0.14 0.13 0.13 0.11 0.09 0.08 0.10 0.15 0.07 0.11 0.15 0.14 0.14 0.11 0.09
 06/14 0.15 0.15 0.13 0.12 0.07 0.15 0.15 0.15 0.15 0.14 0.13 0.13 0.11 0.09 0.08 0.10 0.15 0.07 0.11 0.15 0.14 0.14 0.10 0.09
 06/15 0.05 0.05 0.04 0.04 0.02 0.05 0.05 0.05 0.05 0.05 0.04 0.04 0.04 0.03 0.03 0.03 0.05 0.02 0.04 0.05 0.05 0.05 0.03 0.03
 06/16 0.06 0.06 0.05 0.05 0.03 0.06 0.06 0.06 0.06 0.06 0.05 0.05 0.05 0.04 0.03 0.04 0.06 0.03 0.05 0.06 0.06 0.06 0.04 0.04
